st_id,pr_sku_id,date,pr_sales_type_id,pr_sales_in_units,pr_promo_sales_in_units,pr_sales_in_rub,pr_promo_sales_in_rub
42a0e188f5033bc65bf8d78622277c4e,998f28b5baa9b34f23eaf2e08ed2d63c,7/18/2023,0,3,0,283,0
42a0e188f5033bc65bf8d78622277c4e,433ed55e99dbd60e37ab7f291ee25770,7/6/2023,0,1,0,150,0
42a0e188f5033bc65bf8d78622277c4e,5d560ea997068115892d2f0bd7cf91c3,7/9/2023,1,23,23,3853,3853
42a0e188f5033bc65bf8d78622277c4e,4b083e10f6cd2f4360c5425d05be6386,7/7/2023,0,35,0,3524,0
42a0e188f5033bc65bf8d78622277c4e,d7012f5714b8a6a970f5bd34806267c6,7/15/2023,0,4,0,1064,0
42a0e188f5033bc65bf8d78622277c4e,7d945116ed12c2807d081df6f666ba37,7/17/2023,1,1,1,91,91
42a0e188f5033bc65bf8d78622277c4e,5a106bc85bf017f97a9afcda66b93f01,7/18/2023,0,2,0,323,0
42a0e188f5033bc65bf8d78622277c4e,67dcedaa1090d67cef7afe3fb36945b0,7/15/2023,0,5,0,783,0
42a0e188f5033bc65bf8d78622277c4e,cf91eca9321c9c272fb4e7cf4bcc6a43,7/14/2023,0,50,0,2066,0
42a0e188f5033bc65bf8d78622277c4e,641e167f974d1dd076c0886d17271975,7/10/2023,0,3,0,245,0
42a0e188f5033bc65bf8d78622277c4e,050a8120e2a3b8751df8752fcc0323ef,7/8/2023,1,56,56,8399,8399
42a0e188f5033bc65bf8d78622277c4e,3ea981e7588500b228f84a69007ddd07,7/13/2023,1,4,4,337,337
42a0e188f5033bc65bf8d78622277c4e,6b1344097385a42484abd4746371e416,7/11/2023,0,4,0,40,0
42a0e188f5033bc65bf8d78622277c4e,891517ed336bc63566261723d2a45118,7/6/2023,1,1,1,70,70
42a0e188f5033bc65bf8d78622277c4e,855a3b95cb49bead247abb5f9c7a7733,7/12/2023,1,1,1,107,107
42a0e188f5033bc65bf8d78622277c4e,684fa3de91be141a2bc896fa5870aed7,7/9/2023,0,3,0,345,0
42a0e188f5033bc65bf8d78622277c4e,ab7ea17fa5084296d422820744b1e2cd,7/5/2023,1,4,4,1020,1020
42a0e188f5033bc65bf8d78622277c4e,3d3e83a9b78957e45c94dd862eb0bc43,7/5/2023,0,2,0,61,0
42a0e188f5033bc65bf8d78622277c4e,5aa2f6e00873f8c90b00cd15d670daa1,7/5/2023,0,6,0,515,0
42a0e188f5033bc65bf8d78622277c4e,35071e7911b66b2f42bffca06f939598,7/18/2023,0,0,0,81,0
42a0e188f5033bc65bf8d78622277c4e,7000b6d0d0ba91f81a7562a22bcc4f5c,7/9/2023,0,3,0,196,0
42a0e188f5033bc65bf8d78622277c4e,0a2090e24b6ae62b0b0fcaa67a72b5a0,7/12/2023,1,8,8,1086,1086
42a0e188f5033bc65bf8d78622277c4e,1cac981fb61dc0e4a41e6a8508552803,7/11/2023,0,3,0,704,0
42a0e188f5033bc65bf8d78622277c4e,8eb71e36921c0fee5b3ba541bd2fe80e,7/5/2023,0,6,0,515,0
42a0e188f5033bc65bf8d78622277c4e,c589e31f27f0ec50b30f1f31443ad0f1,7/10/2023,0,0,0,87,0
42a0e188f5033bc65bf8d78622277c4e,4f8b4c73b1712622d6f05c02cda05d49,7/12/2023,1,11,11,1389,1389
42a0e188f5033bc65bf8d78622277c4e,998f28b5baa9b34f23eaf2e08ed2d63c,7/10/2023,0,4,0,397,0
42a0e188f5033bc65bf8d78622277c4e,5adfc37e8b1a7ab1549daeb6f4918426,7/17/2023,1,10,10,178,178
42a0e188f5033bc65bf8d78622277c4e,00661699f543753ec7e911a64b9fd2f6,7/13/2023,0,0,0,103,0
53e19f3dbb211f20b20b45668303c1b6,c7e043e0f743476582f79ba27ba3c51f,7/9/2023,1,3,3,43,43
42a0e188f5033bc65bf8d78622277c4e,d0f9afe9074ba61c5793c975976446b2,7/15/2023,0,0,0,58,0
42a0e188f5033bc65bf8d78622277c4e,1b554caad50131478083eb6e4f7845d6,7/12/2023,0,3,0,447,0
42a0e188f5033bc65bf8d78622277c4e,3b862e98b075134ab0cb36bc638cb275,7/10/2023,0,5,0,245,0
42a0e188f5033bc65bf8d78622277c4e,a3f2130d312ab153ba470886115ea2ee,7/7/2023,0,15,0,3513,0
42a0e188f5033bc65bf8d78622277c4e,9d4d76311ae2c0cbc4b1eb53c447bed7,7/13/2023,0,2,0,95,0
42a0e188f5033bc65bf8d78622277c4e,02713435f3587e2c81d8f6a9016763ea,7/6/2023,0,2,0,547,0
42a0e188f5033bc65bf8d78622277c4e,89250c0d296660c427ed0d1d5059e8b7,7/13/2023,0,2,0,285,0
42a0e188f5033bc65bf8d78622277c4e,2f72f7c5dae106c917edff70a3b1ac1f,7/11/2023,1,1,1,120,120
42a0e188f5033bc65bf8d78622277c4e,433ed55e99dbd60e37ab7f291ee25770,7/13/2023,1,1,1,193,193
53e19f3dbb211f20b20b45668303c1b6,a7a9eb3ffb9634e37c50995c34da34d0,7/7/2023,0,2,0,87,0
42a0e188f5033bc65bf8d78622277c4e,2dc922d957188fb51dd2bd50ec9b555a,7/13/2023,1,4,4,155,155
42a0e188f5033bc65bf8d78622277c4e,8353aa07fab6dbeb7962e7a9ba2c3e53,7/8/2023,1,3,3,589,589
42a0e188f5033bc65bf8d78622277c4e,ceaa7c3391fa0bb7dc4aac10300a827a,7/6/2023,1,1,1,339,339
42a0e188f5033bc65bf8d78622277c4e,8f8735ac8b4195951bb460f925a16520,7/8/2023,1,5,5,50,50
42a0e188f5033bc65bf8d78622277c4e,8d1f2ec17c9f96e7a9c5ed7930085dcc,7/12/2023,1,3,3,135,135
42a0e188f5033bc65bf8d78622277c4e,17667b08596154dc5e9417f410cbced3,7/5/2023,1,6,6,1802,1802
42a0e188f5033bc65bf8d78622277c4e,2f72f7c5dae106c917edff70a3b1ac1f,7/8/2023,0,1,0,283,0
42a0e188f5033bc65bf8d78622277c4e,eb01393af653df8a7e4c2834eb58412a,7/14/2023,1,1,1,201,201
42a0e188f5033bc65bf8d78622277c4e,5a106bc85bf017f97a9afcda66b93f01,7/9/2023,0,3,0,431,0
42a0e188f5033bc65bf8d78622277c4e,5f3f3cdc16a1ad23f24383979e45ced0,7/12/2023,0,1,0,108,0
42a0e188f5033bc65bf8d78622277c4e,42ae1544956fbe6e09242e6cd752444c,7/13/2023,1,1,1,161,161
42a0e188f5033bc65bf8d78622277c4e,1ed7d2ba2413e16205063b4029038486,7/12/2023,0,3,0,705,0
42a0e188f5033bc65bf8d78622277c4e,5aa2f6e00873f8c90b00cd15d670daa1,7/12/2023,1,1,1,66,66
42a0e188f5033bc65bf8d78622277c4e,bbf6968691b2630c90f0de5b4a1fa415,7/16/2023,1,1,1,104,104
42a0e188f5033bc65bf8d78622277c4e,d5bfeecaaa47887a4b92d17fa55c2e18,7/18/2023,0,50,0,274,0
42a0e188f5033bc65bf8d78622277c4e,35071e7911b66b2f42bffca06f939598,7/5/2023,0,7,0,1253,0
42a0e188f5033bc65bf8d78622277c4e,2a875376cce8ea8e15042d2ecdeb0fe1,7/14/2023,0,3,0,195,0
42a0e188f5033bc65bf8d78622277c4e,eaf90ea9a5c3866af372589e011d4242,7/8/2023,0,4,0,1070,0
42a0e188f5033bc65bf8d78622277c4e,3b862e98b075134ab0cb36bc638cb275,7/18/2023,1,3,3,114,114
42a0e188f5033bc65bf8d78622277c4e,8f8735ac8b4195951bb460f925a16520,7/5/2023,1,2,2,16,16
42a0e188f5033bc65bf8d78622277c4e,5bb5f58ee78376e1d1806dd5cc25cfe1,7/8/2023,0,4,0,236,0
42a0e188f5033bc65bf8d78622277c4e,1e530dac29b2ea4389130dafa762c7bc,7/14/2023,0,2,0,262,0
42a0e188f5033bc65bf8d78622277c4e,eaf90ea9a5c3866af372589e011d4242,7/17/2023,0,1,0,269,0
42a0e188f5033bc65bf8d78622277c4e,b8c00648277f6e9571a8ce5fce672947,7/10/2023,1,22,22,2514,2514
42a0e188f5033bc65bf8d78622277c4e,9da31b9d3cf407cd724c65b7dfed00ee,7/11/2023,1,1,1,20,20
42a0e188f5033bc65bf8d78622277c4e,b52d0d7b2ea2b2e89d4a2a2712e30c39,7/11/2023,0,2,0,553,0
42a0e188f5033bc65bf8d78622277c4e,492f948808daf55a3f9e7ddd3694f546,7/12/2023,1,1,1,200,200
42a0e188f5033bc65bf8d78622277c4e,74a5d20962421bf66e6a7ce6d884fbf5,7/8/2023,1,7,7,1102,1102
42a0e188f5033bc65bf8d78622277c4e,5adfc37e8b1a7ab1549daeb6f4918426,7/9/2023,1,13,13,243,243
42a0e188f5033bc65bf8d78622277c4e,d4f898102d7cc1a5eb84579621577da1,7/14/2023,0,1,0,90,0
42a0e188f5033bc65bf8d78622277c4e,5aa2f6e00873f8c90b00cd15d670daa1,7/16/2023,0,11,0,884,0
42a0e188f5033bc65bf8d78622277c4e,a70a600d7c593ca50cc6639cd64ed71a,7/15/2023,1,7,7,4941,4941
42a0e188f5033bc65bf8d78622277c4e,ae0ea26efd73c891f6fe4f8af687c88f,7/8/2023,1,51,51,10651,10651
42a0e188f5033bc65bf8d78622277c4e,3f33017a9ce4fbff701facaeae7a7549,7/15/2023,0,3,0,196,0
42a0e188f5033bc65bf8d78622277c4e,ca508b71f8e81b9ba5c419e9b31cc2ef,7/15/2023,0,3,0,690,0
42a0e188f5033bc65bf8d78622277c4e,364196813f3b746270a9b27bd76149c9,7/8/2023,1,5,5,1398,1398
42a0e188f5033bc65bf8d78622277c4e,b75c7cbf7accdaea8a1a14781bb29870,7/17/2023,0,0,0,127,0
42a0e188f5033bc65bf8d78622277c4e,3b862e98b075134ab0cb36bc638cb275,7/6/2023,0,9,0,409,0
42a0e188f5033bc65bf8d78622277c4e,bd78bd39035162d425a5c8ac8b088fc6,7/11/2023,1,0,0,53,53
42a0e188f5033bc65bf8d78622277c4e,dcf79f9ef54983fa6ad2f03045a727a8,7/7/2023,0,1,0,293,0
42a0e188f5033bc65bf8d78622277c4e,777d21d980f82aa8b4f26f4a4d3dda1d,7/18/2023,0,3,0,898,0
42a0e188f5033bc65bf8d78622277c4e,f3848b78b70702300c576fcd56a9addd,7/18/2023,0,5,0,620,0
42a0e188f5033bc65bf8d78622277c4e,40c651c778ea5ff2c54b164483dbae9c,7/18/2023,1,2,2,336,336
42a0e188f5033bc65bf8d78622277c4e,ee441af33a59b66a2026b029a24f269a,7/10/2023,0,3,0,355,0
42a0e188f5033bc65bf8d78622277c4e,5ca106c323e777ec8b42dbbab099932c,7/15/2023,1,4,4,129,129
42a0e188f5033bc65bf8d78622277c4e,cfb54b1ce12bb3f9b6b9e2ea0b57414b,7/11/2023,1,0,0,38,38
42a0e188f5033bc65bf8d78622277c4e,8f8735ac8b4195951bb460f925a16520,7/5/2023,0,49,0,486,0
42a0e188f5033bc65bf8d78622277c4e,f4ecfca825c8c12b5013b899aef55eb4,7/13/2023,0,1,0,188,0
42a0e188f5033bc65bf8d78622277c4e,f4ecfca825c8c12b5013b899aef55eb4,7/18/2023,0,2,0,261,0
42a0e188f5033bc65bf8d78622277c4e,029905c5542302a69b170c91e96f5a14,7/13/2023,0,1,0,134,0
42a0e188f5033bc65bf8d78622277c4e,029905c5542302a69b170c91e96f5a14,7/9/2023,0,2,0,236,0
42a0e188f5033bc65bf8d78622277c4e,b6871caaf03565202e4c3bafef2af7c6,7/12/2023,1,1,1,130,130
42a0e188f5033bc65bf8d78622277c4e,4115bc05a3e5460e3bba7777fde0f807,7/13/2023,1,1,1,309,309
42a0e188f5033bc65bf8d78622277c4e,e9da9f97fbe39e61f768b34fa06191fa,7/16/2023,0,1,0,249,0
42a0e188f5033bc65bf8d78622277c4e,67797f1f0f02ec5ccd5e3abd2d4e5b81,7/10/2023,1,1,1,92,92
42a0e188f5033bc65bf8d78622277c4e,1b1f4205ab5d9b437c143fc6d7e18c80,7/14/2023,1,10,10,1423,1423
42a0e188f5033bc65bf8d78622277c4e,282984b385d80166ba0d4f32a7843f53,7/15/2023,1,5,5,667,667
42a0e188f5033bc65bf8d78622277c4e,c8bd18ea08d2f47cb0a7992f11ada9de,7/5/2023,0,4,0,502,0
42a0e188f5033bc65bf8d78622277c4e,dfb085b0647b9ee8ce010670d1e30ab6,7/14/2023,0,4,0,124,0
42a0e188f5033bc65bf8d78622277c4e,db54d9d5b110c3a457bf89559b6f89a6,7/6/2023,0,1,0,39,0
42a0e188f5033bc65bf8d78622277c4e,a7a9eb3ffb9634e37c50995c34da34d0,7/5/2023,0,2,0,83,0
42a0e188f5033bc65bf8d78622277c4e,8b6d47ed609b1f6651a79cb6210b63f8,7/18/2023,1,1,1,106,106
42a0e188f5033bc65bf8d78622277c4e,376a135e354ef529b2232ce81ff64169,7/15/2023,0,3,0,162,0
42a0e188f5033bc65bf8d78622277c4e,611f825b294117975c8d5c112cfb44ad,7/5/2023,0,2,0,248,0
42a0e188f5033bc65bf8d78622277c4e,9f1375dbf6a782875618aa06f7523bea,7/18/2023,0,8,0,368,0
42a0e188f5033bc65bf8d78622277c4e,936b6e24820efd4384a38e7ad426b608,7/16/2023,1,2,2,397,397
42a0e188f5033bc65bf8d78622277c4e,ced0c1a84924c982a6403870c54b99ca,7/15/2023,0,95,0,3456,0
42a0e188f5033bc65bf8d78622277c4e,3a8c9000ae826436d7d73d28259bca7d,7/15/2023,1,2,2,62,62
42a0e188f5033bc65bf8d78622277c4e,be32e5b829123106f1d6c5d995dfc498,7/16/2023,1,0,0,50,50
42a0e188f5033bc65bf8d78622277c4e,be1d43a949b9e0e755c1e36be9cf47d9,7/15/2023,1,56,56,6315,6315
42a0e188f5033bc65bf8d78622277c4e,1a0f36f6e92560bcae205b6c32cc033f,7/6/2023,0,14,0,621,0
42a0e188f5033bc65bf8d78622277c4e,d30eea686dd9375430858468d5aa8824,7/15/2023,1,0,0,62,62
42a0e188f5033bc65bf8d78622277c4e,891517ed336bc63566261723d2a45118,7/9/2023,0,5,0,466,0
42a0e188f5033bc65bf8d78622277c4e,00661699f543753ec7e911a64b9fd2f6,7/16/2023,0,4,0,1075,0
42a0e188f5033bc65bf8d78622277c4e,6157d6990d9a15027be2e356cccdc84d,7/10/2023,1,39,39,4944,4944
42a0e188f5033bc65bf8d78622277c4e,5b146d93f822459260216df28e572eca,7/8/2023,1,1,1,127,127
42a0e188f5033bc65bf8d78622277c4e,c24c65259d90ed4a19ab37b6fd6fe716,7/11/2023,0,7,0,1245,0
42a0e188f5033bc65bf8d78622277c4e,d160bb8bde6db6207082357dde22df3e,7/6/2023,1,2,2,170,170
42a0e188f5033bc65bf8d78622277c4e,3f8913ec7657eded2950768f9378252b,7/12/2023,0,5,0,686,0
42a0e188f5033bc65bf8d78622277c4e,2dc922d957188fb51dd2bd50ec9b555a,7/13/2023,0,2,0,82,0
42a0e188f5033bc65bf8d78622277c4e,c0e3f3bd815a862433bc3399c487926b,7/16/2023,0,90,0,11260,0
42a0e188f5033bc65bf8d78622277c4e,4955c8d2017ad404f4872e32451b60e6,7/7/2023,0,2,0,480,0
42a0e188f5033bc65bf8d78622277c4e,7d554270ae2c8298289d5cf633cad1ae,7/7/2023,1,2,2,581,581
42a0e188f5033bc65bf8d78622277c4e,7a5ebc8af2689363da125308abe00d7f,7/5/2023,0,3,0,183,0
42a0e188f5033bc65bf8d78622277c4e,f66b339c9fe074ffe2731d83f4a97821,7/16/2023,0,3,0,946,0
42a0e188f5033bc65bf8d78622277c4e,3c3a1cb0ae43df1a1f0abe1fbd8e158b,7/11/2023,1,2,2,214,214
42a0e188f5033bc65bf8d78622277c4e,b84d4a25bf24ce222ac5dd9086de8c65,7/18/2023,0,5,0,245,0
42a0e188f5033bc65bf8d78622277c4e,ae0ea26efd73c891f6fe4f8af687c88f,7/12/2023,1,31,31,6434,6434
42a0e188f5033bc65bf8d78622277c4e,edaab5209d66e9634a79a8f23fb55bab,7/8/2023,0,2,0,685,0
42a0e188f5033bc65bf8d78622277c4e,6e822618c30449cfabec9b22a7de1425,7/18/2023,0,4,0,1378,0
42a0e188f5033bc65bf8d78622277c4e,ad4114fdd318c077dd81aacb125346cd,7/14/2023,1,2,2,496,496
42a0e188f5033bc65bf8d78622277c4e,7708533936cc9e00273ae5700d3bc8d5,7/8/2023,0,1,0,356,0
42a0e188f5033bc65bf8d78622277c4e,43381fb2e43baebe00b83506caa61c25,7/17/2023,1,3,3,1496,1496
42a0e188f5033bc65bf8d78622277c4e,fafbee588d44b4a8d561d81680174dc0,7/14/2023,1,2,2,285,285
42a0e188f5033bc65bf8d78622277c4e,4ce0eb956648ab3ff6bb0afa3158cc42,7/11/2023,0,0,0,110,0
42a0e188f5033bc65bf8d78622277c4e,63b837c9a3fd362191761401ed418679,7/6/2023,1,21,21,4623,4623
42a0e188f5033bc65bf8d78622277c4e,57eaf5659b0371dbef7bb6cee4a14e71,7/8/2023,0,5,0,285,0
42a0e188f5033bc65bf8d78622277c4e,ceaa7c3391fa0bb7dc4aac10300a827a,7/14/2023,0,1,0,194,0
42a0e188f5033bc65bf8d78622277c4e,559c8bf461e7f622ce1caa97071337f1,7/11/2023,0,3,0,137,0
42a0e188f5033bc65bf8d78622277c4e,d23f1d1cd4efe77dac5482f856a9d12d,7/10/2023,0,11,0,2453,0
53e19f3dbb211f20b20b45668303c1b6,57eaf5659b0371dbef7bb6cee4a14e71,7/12/2023,0,2,0,74,0
42a0e188f5033bc65bf8d78622277c4e,8820053ebb6d434015dc4141b232bb77,7/16/2023,0,1,0,258,0
42a0e188f5033bc65bf8d78622277c4e,9006f5a586fc9d7dfa4a0821536cb7a4,7/12/2023,1,1,1,210,210
42a0e188f5033bc65bf8d78622277c4e,c54dd67ddb268f5574dc35f360e10e87,7/12/2023,0,1,0,148,0
42a0e188f5033bc65bf8d78622277c4e,480b52fec90d07da477f6d10f638eb1a,7/17/2023,1,0,0,67,67
42a0e188f5033bc65bf8d78622277c4e,f26a7266746690b16a77b3073651d75d,7/10/2023,0,1,0,401,0
42a0e188f5033bc65bf8d78622277c4e,1b554caad50131478083eb6e4f7845d6,7/9/2023,0,10,0,1732,0
42a0e188f5033bc65bf8d78622277c4e,f8e67df2dd557f44074271107ab9781a,7/18/2023,1,2,2,189,189
42a0e188f5033bc65bf8d78622277c4e,ced0c1a84924c982a6403870c54b99ca,7/6/2023,1,13,13,418,418
42a0e188f5033bc65bf8d78622277c4e,b7e2077a3d7fa0d30e0eb5ec7fa349e8,7/13/2023,0,2,0,448,0
42a0e188f5033bc65bf8d78622277c4e,26d07ae4d7900394b2efaae387b01072,7/17/2023,0,8,0,714,0
42a0e188f5033bc65bf8d78622277c4e,ed9fea5c1775ffdc57624195eddfc671,7/13/2023,0,1,0,164,0
42a0e188f5033bc65bf8d78622277c4e,5d560ea997068115892d2f0bd7cf91c3,7/13/2023,1,18,18,2929,2929
42a0e188f5033bc65bf8d78622277c4e,1cac981fb61dc0e4a41e6a8508552803,7/12/2023,0,1,0,315,0
42a0e188f5033bc65bf8d78622277c4e,eb341a778d385ad6ebe16e90efb48c08,7/9/2023,1,6,6,1308,1308
42a0e188f5033bc65bf8d78622277c4e,11e6eda3c45e0e17437074dad5842a08,7/8/2023,0,1,0,96,0
42a0e188f5033bc65bf8d78622277c4e,b948aa07167c9acb17487657e96870e5,7/12/2023,0,3,0,914,0
42a0e188f5033bc65bf8d78622277c4e,cfa2eba0e5c031e0d78a6b4529882e80,7/14/2023,1,0,0,78,78
42a0e188f5033bc65bf8d78622277c4e,f3848b78b70702300c576fcd56a9addd,7/17/2023,1,0,0,32,32
42a0e188f5033bc65bf8d78622277c4e,f234dc7b5cfe0d08f7e14557e2fa2e6a,7/9/2023,0,1,0,156,0
42a0e188f5033bc65bf8d78622277c4e,58c6ef4b2db5bbeacec39affc0c2bf28,7/14/2023,0,4,0,164,0
42a0e188f5033bc65bf8d78622277c4e,4ced0e904c1a12055f160c369a2f3530,7/15/2023,1,0,0,274,274
42a0e188f5033bc65bf8d78622277c4e,71c9661741caf40a92a32d1cc8206c04,7/17/2023,0,1,0,69,0
42a0e188f5033bc65bf8d78622277c4e,1b0251ccb8bd5f9ccf444e4bda7713e3,7/5/2023,1,3,3,519,519
42a0e188f5033bc65bf8d78622277c4e,2c70ef35191c7a76e087188b0d2254da,7/9/2023,1,5,5,357,357
42a0e188f5033bc65bf8d78622277c4e,8353aa07fab6dbeb7962e7a9ba2c3e53,7/5/2023,1,2,2,380,380
42a0e188f5033bc65bf8d78622277c4e,f66b339c9fe074ffe2731d83f4a97821,7/14/2023,1,1,1,175,175
42a0e188f5033bc65bf8d78622277c4e,6ef8d0eb99348b6be4cf97f499d5e6c0,7/12/2023,0,2,0,82,0
53e19f3dbb211f20b20b45668303c1b6,3474f0e025c7deb7e127a35763bc5512,7/13/2023,1,1,1,20,20
42a0e188f5033bc65bf8d78622277c4e,67dcedaa1090d67cef7afe3fb36945b0,7/13/2023,0,4,0,619,0
42a0e188f5033bc65bf8d78622277c4e,b8c00648277f6e9571a8ce5fce672947,7/11/2023,1,22,22,2420,2420
42a0e188f5033bc65bf8d78622277c4e,ceaa7c3391fa0bb7dc4aac10300a827a,7/9/2023,0,1,0,411,0
42a0e188f5033bc65bf8d78622277c4e,bd78bd39035162d425a5c8ac8b088fc6,7/17/2023,1,1,1,110,110
42a0e188f5033bc65bf8d78622277c4e,9eb5aced1d3f0446afeacc4d804d919d,7/16/2023,0,0,0,60,0
42a0e188f5033bc65bf8d78622277c4e,6bebdb943dc661b7af1e9469a8caeb3f,7/10/2023,0,1,0,119,0
42a0e188f5033bc65bf8d78622277c4e,f34db954147ec2ea0f8db1bb17b0ae60,7/8/2023,0,0,0,245,0
42a0e188f5033bc65bf8d78622277c4e,d23f1d1cd4efe77dac5482f856a9d12d,7/9/2023,1,1,1,213,213
42a0e188f5033bc65bf8d78622277c4e,6f14138e00dfafe64dd7d51ac3d0d792,7/8/2023,0,2,0,135,0
42a0e188f5033bc65bf8d78622277c4e,b84d4a25bf24ce222ac5dd9086de8c65,7/9/2023,1,1,1,39,39
42a0e188f5033bc65bf8d78622277c4e,58ebafabd92e2e3a80d86b7bb7e88eda,7/8/2023,1,4,4,842,842
42a0e188f5033bc65bf8d78622277c4e,5180960c44604409fb05b81d65e90ed0,7/7/2023,0,1,0,158,0
53e19f3dbb211f20b20b45668303c1b6,6e5d274636cdf86dabee3f8658794d54,7/9/2023,0,4,0,180,0
53e19f3dbb211f20b20b45668303c1b6,3a74a370c8eb032acb11ad9119242b8f,7/5/2023,0,4,0,173,0
42a0e188f5033bc65bf8d78622277c4e,4ce0eb956648ab3ff6bb0afa3158cc42,7/15/2023,0,2,0,702,0
42a0e188f5033bc65bf8d78622277c4e,25297b758a38dfb3475046e5dc01291a,7/13/2023,1,2,2,283,283
42a0e188f5033bc65bf8d78622277c4e,dce1f234d6424aa61f8e7ce0baffd9af,7/11/2023,0,4,0,667,0
42a0e188f5033bc65bf8d78622277c4e,e098042910615ad78cc7c93d90d591f8,7/9/2023,0,2,0,98,0
42a0e188f5033bc65bf8d78622277c4e,283ea714ba84bbb51b605755fe0af8ee,7/5/2023,1,1,1,192,192
42a0e188f5033bc65bf8d78622277c4e,1b554caad50131478083eb6e4f7845d6,7/18/2023,1,4,4,637,637
42a0e188f5033bc65bf8d78622277c4e,3c6d5538de13300a189c89d4f1e18624,7/13/2023,1,1,1,134,134
42a0e188f5033bc65bf8d78622277c4e,29e8e5e3d6e474896c7209a893b0a6af,7/15/2023,0,1,0,157,0
42a0e188f5033bc65bf8d78622277c4e,dfb085b0647b9ee8ce010670d1e30ab6,7/9/2023,0,1,0,25,0
42a0e188f5033bc65bf8d78622277c4e,6e5d274636cdf86dabee3f8658794d54,7/5/2023,0,4,0,180,0
42a0e188f5033bc65bf8d78622277c4e,dfb085b0647b9ee8ce010670d1e30ab6,7/6/2023,0,2,0,49,0
42a0e188f5033bc65bf8d78622277c4e,4cae0c39b837072ea25f1c1545de0018,7/13/2023,1,0,0,21,21
42a0e188f5033bc65bf8d78622277c4e,0f6ef309087f70a6f933eb0ec50745b4,7/10/2023,0,1,0,169,0
42a0e188f5033bc65bf8d78622277c4e,cff633e270708ced01bc585eb1421667,7/9/2023,0,2,0,90,0
53e19f3dbb211f20b20b45668303c1b6,3474f0e025c7deb7e127a35763bc5512,7/5/2023,0,2,0,49,0
42a0e188f5033bc65bf8d78622277c4e,8b6d47ed609b1f6651a79cb6210b63f8,7/7/2023,1,1,1,112,112
42a0e188f5033bc65bf8d78622277c4e,9404274ad7e1f860d8024845021b47d7,7/14/2023,1,7,7,1579,1579
42a0e188f5033bc65bf8d78622277c4e,bd6c3c9c741f9302c7ce26b53e4c9d20,7/11/2023,1,1,1,151,151
42a0e188f5033bc65bf8d78622277c4e,3fabc5abf35c42206944ccc889328f3e,7/9/2023,1,0,0,50,50
42a0e188f5033bc65bf8d78622277c4e,fd519eb13005448a303df1089505a42b,7/12/2023,1,1,1,130,130
42a0e188f5033bc65bf8d78622277c4e,bd71efb213fe0ace2b684bdfebd78f58,7/14/2023,0,4,0,123,0
42a0e188f5033bc65bf8d78622277c4e,283ea714ba84bbb51b605755fe0af8ee,7/5/2023,0,1,0,238,0
42a0e188f5033bc65bf8d78622277c4e,777d21d980f82aa8b4f26f4a4d3dda1d,7/9/2023,0,3,0,683,0
53e19f3dbb211f20b20b45668303c1b6,96a979a403188d2f02977f6a2c8e68de,7/6/2023,0,0,0,0,0
42a0e188f5033bc65bf8d78622277c4e,c024b293eb8c01bbeaa0958f6f8ee4d1,7/16/2023,0,0,0,70,0
42a0e188f5033bc65bf8d78622277c4e,cbaca3167c8aa7c3352f2e7be9300285,7/16/2023,0,6,0,971,0
42a0e188f5033bc65bf8d78622277c4e,4e2b6b1dddc1ece38fbbaddad13c8e11,7/6/2023,1,1,1,35,35
42a0e188f5033bc65bf8d78622277c4e,0f152427918d29bb1081834c1d375a48,7/10/2023,0,3,0,123,0
42a0e188f5033bc65bf8d78622277c4e,3f33017a9ce4fbff701facaeae7a7549,7/5/2023,0,2,0,131,0
42a0e188f5033bc65bf8d78622277c4e,5fb6bfa7b7d9a415d5f95d3951e2a35d,7/7/2023,0,3,0,540,0
42a0e188f5033bc65bf8d78622277c4e,74a5d20962421bf66e6a7ce6d884fbf5,7/12/2023,1,3,3,411,411
42a0e188f5033bc65bf8d78622277c4e,94126c3b192352d3da494487f5370e7d,7/9/2023,1,3,3,297,297
42a0e188f5033bc65bf8d78622277c4e,8bdb4e9ff3f65cf8b9beadfff6fa28fa,7/15/2023,0,29,0,3668,0
42a0e188f5033bc65bf8d78622277c4e,c4a665596d4f67cecb7542c9fad407ee,7/11/2023,0,18,0,2431,0
42a0e188f5033bc65bf8d78622277c4e,db01afba1fbd4cb3686884a7dfe125c9,7/12/2023,0,4,0,989,0
42a0e188f5033bc65bf8d78622277c4e,639a51b38828b98d1f41256fb07bbc39,7/12/2023,1,36,36,4546,4546
42a0e188f5033bc65bf8d78622277c4e,cf99d87532dbf41d82c415474e61afda,7/7/2023,1,2,2,286,286
42a0e188f5033bc65bf8d78622277c4e,ea6de4810826c67374a5d37eef4a4b78,7/6/2023,0,1,0,25,0
42a0e188f5033bc65bf8d78622277c4e,8b6d47ed609b1f6651a79cb6210b63f8,7/16/2023,1,2,2,254,254
42a0e188f5033bc65bf8d78622277c4e,62eac394c4cea739c250bfdfed419269,7/9/2023,1,1,1,24,24
42a0e188f5033bc65bf8d78622277c4e,5781a2637b476d781eb3134581b32044,7/18/2023,1,4,4,660,660
42a0e188f5033bc65bf8d78622277c4e,695078b902484f8edb56d01c0b906c8c,7/14/2023,0,4,0,167,0
42a0e188f5033bc65bf8d78622277c4e,5a0896291d246465ff739135888c3a1b,7/5/2023,1,5,5,578,578
